domain,intent,text,spans,logical_form,xtreme-up,source_language
kitchen_and_dining,ingredients_list,I would like to book a hotel in Cape Town for my next trip.,33:37:SL:CITY_OR_PROVINCE,[IN:ingredients_list [SL:CITY_OR_PROVINCE Kapa] ],CITY_OR_PROVINCE: Kapa,zul
kitchen_and_dining,ingredients_list,Can you recommend a good hotel in Johannesburg?,38:43:SL:CITY_OR_PROVINCE,[IN:ingredients_list [SL:CITY_OR_PROVINCE eGoli] ],CITY_OR_PROVINCE: eGoli,zul
kitchen_and_dining,ingredients_list,I need a hotel in Durban with a sea view.,18:27:SL:CITY_OR_PROVINCE,[IN:ingredients_list [SL:CITY_OR_PROVINCE eThekwini] ],CITY_OR_PROVINCE: eThekwini,zul
kitchen_and_dining,ingredients_list,What are some affordable hotels in Pretoria?,37:44:SL:CITY_OR_PROVINCE,[IN:ingredients_list [SL:CITY_OR_PROVINCE ePitoli] ],CITY_OR_PROVINCE: ePitoli,zul
travel,book_hotel,I am looking for a family-friendly hotel in Port Elizabeth.,37:51:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE Port Elizabeth] ],CITY_OR_PROVINCE: Port Elizabeth,zul
travel,book_hotel,Do you have any recommendations for hotels in Bloemfontein?,35:47:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE Bloemfontein] ],CITY_OR_PROVINCE: Bloemfontein,zul
travel,book_hotel,I need a hotel in Kimberley that is close to tourist attractions.,20:29:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE Kimberley] ],CITY_OR_PROVINCE: Kimberley,zul
travel,book_hotel,Can you help me find a hotel in Polokwane that offers airport shuttle service?,39:49:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE ePolokwane] ],CITY_OR_PROVINCE: ePolokwane,zul
travel,book_hotel,What are the best hotels in Nelspruit for a romantic getaway?,34:44:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE eNelspruit] ],CITY_OR_PROVINCE: eNelspruit,zul
travel,book_hotel,I am looking for a luxurious hotel in Stellenbosch for a special occasion.,37:49:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Stellenbosch] ],PLACE_NAME: Stellenbosch,zul
travel,book_hotel,Can you recommend a hotel in Rustenburg with a swimming pool?,37:48:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE eRustenburg] ],CITY_OR_PROVINCE: eRustenburg,zul
travel,book_hotel,I am looking for a pet-friendly hotel in East London.,51:62:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE East London] ],CITY_OR_PROVINCE: East London,zul
travel,book_hotel,What are the top hotels in George?,41:47:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE George] ],CITY_OR_PROVINCE: George,zul
travel,book_hotel,I'm looking for a luxury boutique hotel in Franschhoek with a spa.,46:58:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME eFranschhoek] ],PLACE_NAME: eFranschhoek,zul
travel,book_hotel,Can you recommend a hotel in Paarl with a view of a vineyard?,32:37:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE Paarl] ],CITY_OR_PROVINCE: Paarl,zul
travel,book_hotel,I need a hotel that is convenient in Pietermaritzburg.,43:60:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE ePietermaritzburg] ],CITY_OR_PROVINCE: ePietermaritzburg,zul
travel,book_hotel,What are the best hotels in Hazyview for nature lovers?,35:43:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Hazyview] ],PLACE_NAME: Hazyview,zul
travel,book_hotel,I'm looking for a hotel in Mossel Bay with a sea view.,18:29:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME eMossel Bay] ],PLACE_NAME: eMossel Bay,zul
travel,book_hotel,Can you help me find a hotel in Plettenberg Bay near the sea?,40:55:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Plettenberg Bay] ],PLACE_NAME: Plettenberg Bay,zul
travel,book_hotel,What are the best-known hotels in Knysna?,33:39:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Knysna] ],PLACE_NAME: Knysna,zul
travel,book_hotel,I am looking for a hotel in Soweto that offers guided tours.,23:29:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Soweto] ],PLACE_NAME: Soweto,zul
travel,book_hotel,Can you recommend a hotel in Sun City with access to local utilities?,42:50:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Sun City] ],PLACE_NAME: Sun City,zul
travel,book_hotel,I need a hotel in Mhlanga Rocks with easy access to the ocean.,18:32:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME eMhlanga Rocks] ],PLACE_NAME: eMhlanga Rocks,zul
travel,book_hotel,What are the best hotels in Port Alfred for seaside resorts?,35:46:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Port Alfred] ],PLACE_NAME: Port Alfred,zul
travel,book_hotel,I am looking for a hotel in Jeffreys Bay that is known for its surfing.,19:31:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Jeffreys Bay] ],PLACE_NAME: Jeffreys Bay,zul
travel,book_hotel,Can you recommend a hotel in Clarens with a view of the mountains?,32:39:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Clarens] ],PLACE_NAME: Clarens,zul
travel,book_hotel,I need a hotel in Himeville to visit the Highlands.,18:28:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME eHimeville] ],PLACE_NAME: eHimeville,zul
travel,book_hotel,What are the top hotels in St. Lucia for wildlife lovers?,41:49:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME St Lucia] ],PLACE_NAME: St Lucia,zul
travel,book_hotel,I'm looking for a hotel in Graaff-Reinet with a historical charm.,17:31:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME eGraaff-Reinet] ],PLACE_NAME: eGraaff-Reinet,zul
travel,book_hotel,Can you recommend a hotel in Cullinan that offers a tour of the diamond mine?,37:46:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME eCullinan] ],PLACE_NAME: eCullinan,zul
travel,book_hotel,I need a hotel in Ballito with a kids' club.,18:26:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME eBallito] ],PLACE_NAME: eBallito,zul
travel,book_hotel,What are the top hotels in Langebaan for water sports?,28:38:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME eLangebaan] ],PLACE_NAME: eLangebaan,zul
travel,book_hotel,I'm looking for a hotel in Hartbeespoort with a view of the pond.,19:32:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Hartbeespoort] ],PLACE_NAME: Hartbeespoort,zul
travel,book_hotel,Can you help me find a hotel in Magaliesburg with hot air balloon rides?,40:52:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Magaliesburg] ],PLACE_NAME: Magaliesburg,zul
travel,book_hotel,What are the best-known trout hotels in Dullstroom?,"33:43:SL:PLACE_NAME,53:58:SL:DISH_OR_FOOD",[IN:book_hotel [SL:PLACE_NAME Dullstroom] [SL:DISH_OR_FOOD trout] ],PLACE_NAME: Dullstroom $$ DISH_OR_FOOD: trout,zul
travel,book_hotel,I am looking for a hotel in Pilanesberg National Park for a safari experience.,18:43:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Pilanesberg National Park] ],PLACE_NAME: Pilanesberg National Park,zul
travel,book_hotel,Can you suggest a hotel in Hermanus for whale watching?,31:40:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME eHermanus] ],PLACE_NAME: eHermanus,zul
travel,book_hotel,I need a hotel in Paternoster for a relaxing beach holiday.,19:30:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Paternoster] ],PLACE_NAME: Paternoster,zul
travel,book_hotel,What are the best hotels in Swellendam for rural residences?,35:45:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Swellendam] ],PLACE_NAME: Swellendam,zul
travel,book_hotel,I am looking for a hotel in Oudtshoorn that is known for its locust farms.,24:34:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Oudtshoorn] ],PLACE_NAME: Oudtshoorn,zul
travel,book_hotel,Would you recommend a hotel in the Addo Elephant National Park for wildlife safaris?,39:66:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Addo Elephant National Park] ],PLACE_NAME: Addo Elephant National Park,zul
travel,book_hotel,I need a hotel in Montagu with access to hot springs.,19:26:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Montagu] ],PLACE_NAME: Montagu,zul
travel,book_hotel,Which hotels in Ceres have the highest standards of fruit picking experience?,39:44:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Ceres] ],PLACE_NAME: Ceres,zul
travel,book_hotel,I am looking for a hotel in Knysna with a golf course.,18:24:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Knysna] ],PLACE_NAME: Knysna,zul
travel,book_hotel,Can you help me find a hotel in Port Shepstone with a private beach?,40:54:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Port Shepstone] ],PLACE_NAME: Port Shepstone,zul
travel,book_hotel,What are the most popular hotels in Sabie for those looking for a trip?,33:38:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Sabie] ],PLACE_NAME: Sabie,zul
travel,book_hotel,I'm looking for a hotel in Sedgefield that has access to a lake.,19:29:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Sedgefield] ],PLACE_NAME: Sedgefield,zul
travel,book_hotel,Can you recommend a hotel in the Wilderness with its hiking trails?,37:47:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Wilderness] ],PLACE_NAME: Wilderness,zul
travel,book_hotel,I need a hotel in Stutterheim to watch birds.,19:30:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Stutterheim] ],PLACE_NAME: Stutterheim,zul
travel,book_hotel,What are the best hotels in Cradck for history buffs?,35:42:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Cradock] ],PLACE_NAME: Cradock,zul
travel,book_hotel,I am looking for a hotel in Vryheid that has access to the reserves.,18:25:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Vryheid] ],PLACE_NAME: Vryheid,zul
travel,book_hotel,Can you recommend a hotel in Piet Retief with a cultural district nearby?,38:49:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Piet Retief] ],PLACE_NAME: Piet Retief,zul
travel,book_hotel,I need a hotel in Ladybrand to visit the Maluti Mountains.,"19:28:SL:PLACE_NAME,63:70:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME Ladybrand] [SL:PLACE_NAME Maluti.] ],PLACE_NAME: Ladybrand $$ PLACE_NAME: Maluti.,zul
travel,book_hotel,What luxury hotels in Harrismith do you stay at?,40:51:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME eHarrismith] ],PLACE_NAME: eHarrismith,zul
travel,book_hotel,I am looking for a hotel in Bethlehem that has easy access to the Golden Gate Highlands National Park.,"20:29:SL:CITY_OR_PROVINCE,60:95:SL:PLACE_NAME",[IN:book_hotel [SL:CITY_OR_PROVINCE Bethlehem] [SL:PLACE_NAME Golden Gate Highlands National Park] ],CITY_OR_PROVINCE: Bethlehem $$ PLACE_NAME: Golden Gate Highlands National Park,zul
travel,book_hotel,Can you help me find a hotel in Upington with a vineyard tour?,41:49:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Upington] ],PLACE_NAME: Upington,zul
travel,book_hotel,Which hotels are best known for their observation of the stars?,,[IN:book_hotel ],,zul
travel,book_hotel,I'm looking for a hotel in Kimberley that has a diamond museum.,17:27:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE eKimberley] ],CITY_OR_PROVINCE: eKimberley,zul
travel,book_hotel,Can you recommend a hotel in Mafikeng that has access to the reserves?,35:44:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE eMafikeng] ],CITY_OR_PROVINCE: eMafikeng,zul
travel,book_hotel,I need a hotel in Lichtenburg with a casino.,19:30:SL:PLACE_NAME,[IN:book_hotel [SL:PLACE_NAME Lichtenburg] ],PLACE_NAME: Lichtenburg,zul
travel,book_hotel,What are the best hotels in Palaborwa to visit the Kruger National Park?,"35:45:SL:PLACE_NAME,62:82:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME Phalaborwa] [SL:PLACE_NAME Kruger National Park] ],PLACE_NAME: Phalaborwa $$ PLACE_NAME: Kruger National Park,zul
travel,book_hotel,I am looking for a hotel in Tzaneen that has access to the Modjadji Cycad Reserve.,"19:26:SL:PLACE_NAME,46:68:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME Tzaneen] [SL:PLACE_NAME Modjadji Cycad Reserve] ],PLACE_NAME: Tzaneen $$ PLACE_NAME: Modjadji Cycad Reserve,zul
travel,book_hotel,Can you recommend a hotel in Musina to explore the Mapungubwe National Park?,"38:44:SL:PLACE_NAME,59:83:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME Musina] [SL:PLACE_NAME Mapungubwe National Park] ],PLACE_NAME: Musina $$ PLACE_NAME: Mapungubwe National Park,zul
travel,book_hotel,I need a hotel in Ermelo with access to the Lothair Nature Reserve.,"20:26:SL:PLACE_NAME,46:68:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME Ermelo] [SL:PLACE_NAME Lothair Nature Reserve] ],PLACE_NAME: Ermelo $$ PLACE_NAME: Lothair Nature Reserve,zul
travel,book_hotel,What luxury hotels in Barberton are suitable for exploring the Makhonjwa mountains?,"41:50:SL:PLACE_NAME,64:86:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME Barberton] [SL:PLACE_NAME izintaba zaseMakhonjwa] ],PLACE_NAME: Barberton $$ PLACE_NAME: izintaba zaseMakhonjwa,zul
travel,book_hotel,I am looking for a hotel in Klerksdorp that has access to the Faan Meintjies Nature Reserve.,"18:28:SL:CITY_OR_PROVINCE,48:77:SL:PLACE_NAME",[IN:book_hotel [SL:CITY_OR_PROVINCE Klerksdorp] [SL:PLACE_NAME Faan Meintjies Nature Reserve] ],CITY_OR_PROVINCE: Klerksdorp $$ PLACE_NAME: Faan Meintjies Nature Reserve,zul
travel,book_hotel,Can you help me find a hotel in Brits with access to Hartbeespoort Dam Snake and Animal Park?,"39:45:SL:PLACE_NAME,63:103:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME eBrits] [SL:PLACE_NAME eHartbeespoort Dam Snake and Animal Park] ],PLACE_NAME: eBrits $$ PLACE_NAME: eHartbeespoort Dam Snake and Animal Park,zul
travel,book_hotel,Which hotels in Richards Bay are the most popular for visiting the Tuzi Gazi Waterfront?,"33:45:SL:PLACE_NAME,62:82:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME Richards Bay] [SL:PLACE_NAME Tuzi Gazi Waterfront] ],PLACE_NAME: Richards Bay $$ PLACE_NAME: Tuzi Gazi Waterfront,zul
travel,book_hotel,I am looking for a hotel in Vryburg that has access to the Molopo national park.,"23:30:SL:CITY_OR_PROVINCE,60:66:SL:PLACE_NAME",[IN:book_hotel [SL:CITY_OR_PROVINCE Vryburg] [SL:PLACE_NAME Molopo] ],CITY_OR_PROVINCE: Vryburg $$ PLACE_NAME: Molopo,zul
travel,book_hotel,Can you recommend a hotel in Wolmaransstad with access to the Vaal River?,"32:45:SL:PLACE_NAME,69:79:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME Wolmaransstad] [SL:PLACE_NAME Vaal River] ],PLACE_NAME: Wolmaransstad $$ PLACE_NAME: Vaal River,zul
travel,book_hotel,What are the best hotels in Orkney with which to explore the Vaal River Barrage?,"36:42:SL:PLACE_NAME,60:78:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME Orkney] [SL:PLACE_NAME Vaal River Barrage] ],PLACE_NAME: Orkney $$ PLACE_NAME: Vaal River Barrage,zul
travel,book_hotel,I am looking for a hotel in Randfontein that can fit into Greenhills Stadium.,"18:29:SL:PLACE_NAME,49:67:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME Randfontein] [SL:PLACE_NAME Greenhills Stadium] ],PLACE_NAME: Randfontein $$ PLACE_NAME: Greenhills Stadium,zul
travel,book_hotel,Can you recommend a hotel in Middelburg with access to the Loskop Dam Nature Reserve?,"38:48:SL:PLACE_NAME,72:97:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME Middelburg] [SL:PLACE_NAME Loskop Dam Nature Reserve] ],PLACE_NAME: Middelburg $$ PLACE_NAME: Loskop Dam Nature Reserve,zul
travel,book_hotel,I need a hotel in Standerton that has access to the Grootdraai Dam.,"19:29:SL:PLACE_NAME,49:63:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME Standerton] [SL:PLACE_NAME Grootdraai Dam] ],PLACE_NAME: Standerton $$ PLACE_NAME: Grootdraai Dam,zul
travel,book_hotel,What luxury hotels are in Newcastle with a visit to the Fort Amiel Museum?,"41:50:SL:CITY_OR_PROVINCE,67:84:SL:PLACE_NAME",[IN:book_hotel [SL:CITY_OR_PROVINCE Newcastle] [SL:PLACE_NAME Fort Amiel Museum] ],CITY_OR_PROVINCE: Newcastle $$ PLACE_NAME: Fort Amiel Museum,zul
travel,book_hotel,I am looking for a hotel in Westonaria that has access to the Kloofendal Nature Reserve.,"19:29:SL:PLACE_NAME,53:78:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME Westonaria] [SL:PLACE_NAME Kloofendal Nature Reserve] ],PLACE_NAME: Westonaria $$ PLACE_NAME: Kloofendal Nature Reserve,zul
travel,book_hotel,Can you help me find a hotel in Potchefstroom that can fit into the OPM Prozesky Bird Sanctuary?,"40:53:SL:CITY_OR_PROVINCE,74:101:SL:PLACE_NAME",[IN:book_hotel [SL:CITY_OR_PROVINCE Potchefstroom] [SL:PLACE_NAME OPM Prozesky Bird Sanctuary] ],CITY_OR_PROVINCE: Potchefstroom $$ PLACE_NAME: OPM Prozesky Bird Sanctuary,zul
travel,book_hotel,Which hotels in Heidelberg are most famous for visiting the Suikerbosrand Nature Reserve?,"33:43:SL:CITY_OR_PROVINCE,60:88:SL:PLACE_NAME",[IN:book_hotel [SL:CITY_OR_PROVINCE Heidelberg] [SL:PLACE_NAME Suikerbosrand Nature Reserve] ],CITY_OR_PROVINCE: Heidelberg $$ PLACE_NAME: Suikerbosrand Nature Reserve,zul
travel,book_hotel,I'm looking for a hotel in Mthatha that has access to the Nelson Mandela Museum.,"18:25:SL:PLACE_NAME,45:66:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME Mthatha] [SL:PLACE_NAME Nelson Mandela Museum] ],PLACE_NAME: Mthatha $$ PLACE_NAME: Nelson Mandela Museum,zul
travel,book_hotel,Can you recommend a hotel in Queenstown with access to the Lawrence de Lange Nature Reserve?,"38:48:SL:PLACE_NAME,68:100:SL:PLACE_NAME",[IN:book_hotel [SL:PLACE_NAME Queenstown] [SL:PLACE_NAME Lawrence de Lange Nature Reserve] ],PLACE_NAME: Queenstown $$ PLACE_NAME: Lawrence de Lange Nature Reserve,zul
travel,book_hotel,What is the weather in Johannesburg today?,21:26:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE eGoli] ],CITY_OR_PROVINCE: eGoli,zul
travel,book_hotel,Can you tell me the weather forecast for Cape Town this weekend?,41:46:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE eKapa] ],CITY_OR_PROVINCE: eKapa,zul
travel,book_hotel,Will you sin tomorrow in Durban?,14:23:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE eThekwini] ],CITY_OR_PROVINCE: eThekwini,zul
travel,book_hotel,What is the temperature in Pretoria right now?,29:36:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE ePitoli] ],CITY_OR_PROVINCE: ePitoli,zul
utility,weather,Can you give me an update on the weather in Bloemfontein?,52:64:SL:CITY_OR_PROVINCE,[IN:weather [SL:CITY_OR_PROVINCE Bloemfontein] ],CITY_OR_PROVINCE: Bloemfontein,zul
utility,weather,Is there wind in Kimberley today?,17:26:SL:CITY_OR_PROVINCE,[IN:weather [SL:CITY_OR_PROVINCE Kimberley] ],CITY_OR_PROVINCE: Kimberley,zul
utility,weather,How humid is Polokwane?,31:40:SL:CITY_OR_PROVINCE,[IN:weather [SL:CITY_OR_PROVINCE Polokwane] ],CITY_OR_PROVINCE: Polokwane,zul
utility,weather,Can you tell me when it is sunny in Nelspruit?,28:37:SL:CITY_OR_PROVINCE,[IN:weather [SL:CITY_OR_PROVINCE Nelspruit] ],CITY_OR_PROVINCE: Nelspruit,zul
utility,weather,What is the weather in Port Elizabeth for the next few days?,22:36:SL:CITY_OR_PROVINCE,[IN:weather [SL:CITY_OR_PROVINCE Port Elizabeth] ],CITY_OR_PROVINCE: Port Elizabeth,zul
utility,weather,Can you give me the weather update for Rustenburg?,44:54:SL:CITY_OR_PROVINCE,[IN:weather [SL:CITY_OR_PROVINCE Rustenburg] ],CITY_OR_PROVINCE: Rustenburg,zul
utility,weather,Is there a chance of thunderstorms in East London?,41:52:SL:CITY_OR_PROVINCE,[IN:weather [SL:CITY_OR_PROVINCE East London] ],CITY_OR_PROVINCE: East London,zul
utility,weather,What is George's weather like?,25:31:SL:CITY_OR_PROVINCE,[IN:weather [SL:CITY_OR_PROVINCE George] ],CITY_OR_PROVINCE: George,zul
utility,weather,"Tell me, is there fog in Soweto?",31:37:SL:PLACE_NAME,[IN:weather [SL:PLACE_NAME Soweto] ],PLACE_NAME: Soweto,zul
utility,weather,What is the weather like in Sun City in the afternoon?,"22:30:SL:PLACE_NAME,31:39:SL:TIME",[IN:weather [SL:PLACE_NAME Sun City] [SL:TIME ntambama] ],PLACE_NAME: Sun City $$ TIME: ntambama,zul
utility,weather,Can you give me the weather in Mhlanga Rocks?,40:53:SL:PLACE_NAME,[IN:weather [SL:PLACE_NAME Mhlanga Rocks] ],PLACE_NAME: Mhlanga Rocks,zul
utility,weather,What is the weather in Port Alfred today?,"22:33:SL:PLACE_NAME,34:41:SL:DATE",[IN:weather [SL:PLACE_NAME Port Alfred] [SL:DATE namuhla] ],PLACE_NAME: Port Alfred $$ DATE: namuhla,zul
utility,weather,Can you tell me the weather in Jeffreys Bay this weekend?,"40:52:SL:PLACE_NAME,53:68:SL:DATE",[IN:weather [SL:PLACE_NAME Jeffreys Bay] [SL:DATE kule mpelasonto] ],PLACE_NAME: Jeffreys Bay $$ DATE: kule mpelasonto,zul
utility,weather,Will it be hot in Hartbeespoort tomorrow?,18:31:SL:PLACE_NAME,[IN:weather [SL:PLACE_NAME Hartbeespoort] ],PLACE_NAME: Hartbeespoort,zul
utility,weather,What is the current temperature in Langebaan?,30:39:SL:PLACE_NAME,[IN:weather [SL:PLACE_NAME Langebaan] ],PLACE_NAME: Langebaan,zul
utility,weather,Can you give me an update on the weather in Dullstroom?,49:59:SL:PLACE_NAME,[IN:weather [SL:PLACE_NAME Dullstroom] ],PLACE_NAME: Dullstroom,zul
utility,weather,Is there wind in the Pilanesberg National Park?,17:42:SL:PLACE_NAME,[IN:weather [SL:PLACE_NAME Pilanesberg National Park] ],PLACE_NAME: Pilanesberg National Park,zul
utility,weather,What is the humidity level in Sabie?,31:36:SL:PLACE_NAME,[IN:weather [SL:PLACE_NAME Sabie] ],PLACE_NAME: Sabie,zul
utility,weather,Can you tell me if it's sunny in Sedgefield?,28:38:SL:PLACE_NAME,[IN:weather [SL:PLACE_NAME Sedgefield] ],PLACE_NAME: Sedgefield,zul
utility,weather,What is the weather in the Wilderness for the next few days?,22:32:SL:PLACE_NAME,[IN:weather [SL:PLACE_NAME Wilderness] ],PLACE_NAME: Wilderness,zul
utility,weather,Can you give me the weather update for Stutterheim?,44:55:SL:PLACE_NAME,[IN:weather [SL:PLACE_NAME Stutterheim] ],PLACE_NAME: Stutterheim,zul
utility,weather,Is there a chance of thunder in the Cradock?,40:47:SL:PLACE_NAME,[IN:weather [SL:PLACE_NAME Cradock] ],PLACE_NAME: Cradock,zul
utility,weather,What is the weather in Vryheid?,25:32:SL:PLACE_NAME,[IN:weather [SL:PLACE_NAME Vryheid] ],PLACE_NAME: Vryheid,zul
utility,weather,Can you tell me if there is fog in Piet Retief?,30:41:SL:PLACE_NAME,[IN:weather [SL:PLACE_NAME Piet Retief] ],PLACE_NAME: Piet Retief,zul
utility,weather,What is the weather in Ladybrand this afternoon?,"22:31:SL:PLACE_NAME,32:40:SL:TIME",[IN:weather [SL:PLACE_NAME Ladybrand] [SL:TIME ntambama] ],PLACE_NAME: Ladybrand $$ TIME: ntambama,zul
utility,weather,Can you give me an update on the weather in Harrismith?,49:59:SL:PLACE_NAME,[IN:weather [SL:PLACE_NAME Harrismith] ],PLACE_NAME: Harrismith,zul
