domain,intent,raw,text,language,spans,logical_form
travel,translate,Metsi a bitswa eng ka isiZulu?,What do you call water in isiZulu?,sot,26:33:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME isiZulu] ]
banking,transfer,Ntsha R1 500 ka akhaontong ya dipolokelo o e kenye akhaontong ya tjheke.,Transfer R1 500 from savings account to cheque account.,sot,"9:15:SL:MONEY,21:36:SL:ACCOUNT_TYPE,40:54:SL:ACCOUNT_TYPE",[IN:transfer [SL:MONEY R1 500] [SL:ACCOUNT_TYPE savings account] [SL:ACCOUNT_TYPE cheque account] ]
utility,time,Afrika Borwa le Lesotho di siana jwang ka nako?,How does South Africa and Lesotho differ in time?,sot,"9:21:SL:COUNTRY,26:33:SL:COUNTRY",[IN:time [SL:COUNTRY South Africa] [SL:COUNTRY Lesotho] ]
home,shopping_list_update,Kenya botlolo ya Domestos le ya Handy Andy lenaneng la dijo.,Add a bottle of Domestos and Handy Andy in the grocery list.,sot,"16:24:SL:SHOPPING_ITEM,29:39:SL:SHOPPING_ITEM",[IN:shopping_list_update [SL:SHOPPING_ITEM Domestos] [SL:SHOPPING_ITEM Handy Andy] ]
kitchen_and_dining,restaurant_reservation,Etsa peheletso ya batho ba babedi bosiung bona restjhurenteng ya Pretoria Bites.,Make a reservaion for two at Pretoria Bites restaurant tonight at 7pm.,sot,"22:25:SL:NUMBER,29:43:SL:RESTAURANT_NAME,55:69:SL:TIME",[IN:restaurant_reservation [SL:NUMBER two] [SL:RESTAURANT_NAME Pretoria Bites] [SL:TIME tonight at 7pm] ]
banking,balance,Akhaonto yaka ka dipokello e na le bokae?,What's the balance in my savings account?,sot,25:40:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE savings account] ]
kitchen_and_dining,confirm_reservation,Hlakola pehelo ya Tashas.,Cancel Tashas' reservation.,sot,7:13:SL:RESTAURANT_NAME,[IN:confirm_reservation [SL:RESTAURANT_NAME Tashas] ]
banking,freeze_account,Emisa ditshebeletso tsa akhaonto yaka ya Capiteng hanghang.,Freeze my Capitec account services immediately.,sot,10:17:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Capitec] ]
travel,timezone,New York e na le nako tse pedi tse fapaneng?,Does New York have two different time zones?,sot,"5:13:SL:CITY_OR_PROVINCE,19:22:SL:NUMBER",[IN:timezone [SL:CITY_OR_PROVINCE New York] [SL:NUMBER two] ]
banking,transactions,Ke rekile makgetlo a makae Edgars bekeng e fetileng?,Ho many transactios did I make at Edgards last week?,sot,"34:41:SL:PAYMENT_COMPANY,42:51:SL:DATE",[IN:transactions [SL:PAYMENT_COMPANY Edgards] [SL:DATE last week] ]
kitchen_and_dining,restaurant_suggestion,Mphe lenane la direstjhurente tse phahameng Pretoria.,Give me a list of top restaurants in Pretoria.,sot,37:45:SL:CITY_OR_PROVINCE,[IN:restaurant_suggestion [SL:CITY_OR_PROVINCE Pretoria] ]
banking,pay_bill,Sekoloto sa motlakase ke bokae?,How much is the electricity bill?,sot,16:32:SL:BILL_TYPE,[IN:pay_bill [SL:BILL_TYPE electricity bill] ]
banking,spending_history,Ke sebedisitse bokae Woolworths kajeno?,How much did I spend at Woolworths today?,sot,35:40:SL:DATE,[IN:spending_history [SL:DATE today] ]
travel,travel_suggestion,Limpopo e na le dibaka dife tse kgahlisang?,What places of interest does Limpopo have?,sot,29:36:SL:CITY_OR_PROVINCE,[IN:travel_suggestion [SL:CITY_OR_PROVINCE Limpopo] ]
travel,travel_notification,Bolella Themba ke ya Qwaqwa hosane.,Tell Themba I'm traveling to Qwaqwa tomorrow.,sot,"5:11:SL:PERSONAL_NAME,29:35:SL:PLACE_NAME,36:44:SL:DATE",[IN:travel_notification [SL:PERSONAL_NAME Themba] [SL:PLACE_NAME Qwaqwa] [SL:DATE tomorrow] ]
kitchen_and_dining,food_last,Lebese le bola kamora nako e kae?,How long does it take for milk to spoil?,sot,26:30:SL:DISH_OR_FOOD,[IN:food_last [SL:DISH_OR_FOOD milk] ]
kitchen_and_dining,cook_time,Nama ya setjhu sa kgomo e nka nako e kae hore e butswe?,How long does beef stew take to be ready?,sot,14:23:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD beef stew] ]
utility,make_call,Letsetsa Boitumelo.,Call Boitumelo.,sot,,[IN:make_call ]
utility,alarm,Tima alamo ya Labobedi le ya Laboraro ya 6 hoseng.,Turn off Tuesday and Wednesday 6am alarm.,sot,"9:16:SL:DATE,21:30:SL:DATE,31:34:SL:TIME",[IN:alarm [SL:DATE Tuesday] [SL:DATE Wednesday] [SL:TIME 6am] ]
kitchen_and_dining,restaurant_reviews,Batho ba ikutlwa jwang ka dijo tsa Spur?,How do people feel about Spur food?,sot,25:29:SL:RESTAURANT_NAME,[IN:restaurant_reviews [SL:RESTAURANT_NAME Spur] ]
travel,plug_type,Mpontshe polaka ya leboteng ya Lesotho.,Show me Lesotho's wall plug.,sot,,[IN:plug_type ]
travel,exchange_rate,Maluti a fetolelwa jwang ho diranta?,How does one exchange maluti to rands?,sot,"22:28:SL:CURRENCY,32:37:SL:CURRENCY",[IN:exchange_rate [SL:CURRENCY maluti] [SL:CURRENCY rands] ]
banking,pin_change,Fetolela nomoro yaka ya sephiri ya akhaonto ya Absa ho 3434.,Change my Absa account pin to 3434.,sot,"10:14:SL:BANK_NAME,30:34:SL:NUMBER",[IN:pin_change [SL:BANK_NAME Absa] [SL:NUMBER 3434] ]
kitchen_and_dining,ingredients_list,Mphe lenane la disebediswa tsa jwala ba Sesotho.,Give me a list of ingredients for a Sesotho traditional alcoholic beverage.,sot,"36:43:SL:LANGUAGE_NAME,44:74:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:LANGUAGE_NAME Sesotho] [SL:DISH_OR_FOOD traditional alcoholic beverage] ]
travel,book_hotel,Mphe lenane la dihotele tse pela lewatle Durban.,Give me a list of hotels near the beach in Durban.,sot,43:49:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE Durban] ]
utility,weather,Maemo a lehodimo a jwang Durban kajeno?,How's the weather in Durban today?,sot,"21:27:SL:CITY_OR_PROVINCE,28:33:SL:DATE",[IN:weather [SL:CITY_OR_PROVINCE Durban] [SL:DATE today] ]
banking,min_payment,Ditjeo tsa ka di ja bokae?,How much is my payment?,sot,,[IN:min_payment ]
travel,international_visa,Kopo ya visa e nka nako e kae?,How long does a visa application take?,sot,,[IN:international_visa ]
banking,interest_rate,Ha jwale sekgala sa tswala Afrika Borwa ke bokae?,What is the current interest rate in South Africa?,sot,37:49:SL:COUNTRY,[IN:interest_rate [SL:COUNTRY South Africa] ]
travel,book_flight,Reka tikete ya sefofane e yang Bloemfontein Laboraro,Buy a Wednesday flight ticket to Bloemfontein.,sot,"6:15:SL:DATE,16:29:SL:BILL_TYPE,33:45:SL:CITY_OR_PROVINCE",[IN:book_flight [SL:DATE Wednesday] [SL:BILL_TYPE flight ticket] [SL:CITY_OR_PROVINCE Bloemfontein] ]
utility,text,Romela Mpho molaetsa o mmolelle ke tseleng.,Text Mpho and tell her I'm on my way.,sot,5:9:SL:PERSONAL_NAME,[IN:text [SL:PERSONAL_NAME Mpho] ]
banking,bill_balance,Sekoloto sa Foschini ke bokae?,What's my Foschini bill?,sot,10:23:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Foschini bill] ]
utility,share_location,Romela Themba sebaka seo ke leng ho sona.,Send Themba my current location.,sot,5:11:SL:PERSONAL_NAME,[IN:share_location [SL:PERSONAL_NAME Themba] ]
home,play_music,Bapala Ke Lerato ya Mmatema.,Play Ke Lerato by Mmatema.,sot,"5:14:SL:SONG_NAME,18:25:SL:ARTIST_NAME",[IN:play_music [SL:SONG_NAME Ke Lerato] [SL:ARTIST_NAME Mmatema] ]
home,calendar_update,Kenya kopano ya sekolo ya Labohlano ka 6 mantsiboya khalendareng.,Add Friday 6pm school meeting to the calendar.,sot,"4:10:SL:DATE,11:14:SL:TIME,15:29:SL:CALENDAR_EVENT",[IN:calendar_update [SL:DATE Friday] [SL:TIME 6pm] [SL:CALENDAR_EVENT school meeting] ]
home,update_playlist,Kenya Love More Than You ya Moneoa lenaneng.,Add Love More Than You by Moneoa to the list.,sot,"4:22:SL:SONG_NAME,26:32:SL:ARTIST_NAME",[IN:update_playlist [SL:SONG_NAME Love More Than You] [SL:ARTIST_NAME Moneoa] ]
kitchen_and_dining,cancel_reservation,Hlakola dipehelo tsa hosane tsa Baobab.,Cancel tomorrow's reservation at Baobab.,sot,"7:15:SL:DATE,33:39:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:DATE tomorrow] [SL:RESTAURANT_NAME Baobab] ]
travel,car_rental,Dikoloi tsa Avis di hirwa jwang?,How does one hire Avis cars?,sot,,[IN:car_rental ]
kitchen_and_dining,meal_suggestion,Ke dijo dife tse tummeng haholo restjhurenteng ya Signature?,Which meal is more popular at Signature restaurant?,sot,30:39:SL:RESTAURANT_NAME,[IN:meal_suggestion [SL:RESTAURANT_NAME Signature] ]
kitchen_and_dining,recipe,Mphe resepe ya borotho ba panana.,Give me a banana bread recipe.,sot,10:22:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD banana bread] ]
travel,translate,"Jinsi ya kusema ""nakuja"" kwa kihispania","How to say ""I am coming"" in spanish",swa,28:35:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME spanish] ]
banking,transfer,Tuma shilling millioni 5 kutoka NMB benk kwenda Tigopesa akaunti yangu,Send 5 million shillings from NMB bank account to my Tigopesa account,swa,"5:24:SL:MONEY,30:33:SL:BANK_NAME,53:61:SL:PAYMENT_COMPANY",[IN:transfer [SL:MONEY 5 million shillings] [SL:BANK_NAME NMB] [SL:PAYMENT_COMPANY Tigopesa] ]
home,shopping_list_update,weka karanga kwenye orodha yangu ya manunuzi ya leo,Add peanuts to my shopping list for today,swa,"4:11:SL:DISH_OR_FOOD,36:41:SL:DATE",[IN:shopping_list_update [SL:DISH_OR_FOOD peanuts] [SL:DATE today] ]
kitchen_and_dining,restaurant_reservation,Weka nafasi kwenye mgahawa wa Hashtag kwa ajili ya Agnesi,Make a reservation at Hashtag restaurant for Agnes,swa,"22:40:SL:RESTAURANT_NAME,45:50:SL:PERSONAL_NAME",[IN:restaurant_reservation [SL:RESTAURANT_NAME Hashtag restaurant] [SL:PERSONAL_NAME Agnes] ]
banking,balance,"Je nina salio kutosha kuweza kutuma 20,000 Tsh kwenda kwa John?","Do I have enough balance at my Tigo-pesa account to send 20,000 Tsh to John ?",swa,"31:40:SL:PAYMENT_COMPANY,57:67:SL:MONEY,71:75:SL:PERSONAL_NAME","[IN:balance [SL:PAYMENT_COMPANY Tigo-pesa] [SL:MONEY 20,000 Tsh] [SL:PERSONAL_NAME John] ]"
kitchen_and_dining,confirm_reservation,Thibitisha kama meza kwa ajili ya Agnes imehifadhiwa katika mgahawa wa Hashtag,Confirm if a table for Agnes has been reserved at Hashtag restaurant ,swa,"23:28:SL:PERSONAL_NAME,50:68:SL:RESTAURANT_NAME",[IN:confirm_reservation [SL:PERSONAL_NAME Agnes] [SL:RESTAURANT_NAME Hashtag restaurant] ]
banking,freeze_account,Nawezaje kufunga akaunti yangu ya benki ya Crdb?,How do I freeze my Crdb Bank account?,swa,19:23:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Crdb] ]
travel,timezone,Tofauti ya muda kati ya Tanzania na China ni saa ngapi?,What is the time difference between Tanzania and China?,swa,"36:44:SL:COUNTRY,49:54:SL:COUNTRY",[IN:timezone [SL:COUNTRY Tanzania] [SL:COUNTRY China] ]
banking,transactions,Angalia muamala wangu wa Tigopesa wa hivi karibuni,Check my recent Tigopesa transaction,swa,16:24:SL:PAYMENT_COMPANY,[IN:transactions [SL:PAYMENT_COMPANY Tigopesa] ]
kitchen_and_dining,restaurant_suggestion,Nitafutie mgahawa mzuri wenye Biriani kuku usiku huu,Can you find me a perfect restaurant for Chicken Biriani tonight,swa,"41:56:SL:DISH_OR_FOOD,57:64:SL:TIME",[IN:restaurant_suggestion [SL:DISH_OR_FOOD Chicken Biriani] [SL:TIME tonight] ]
banking,pay_bill,Hakiki malipo yangu ya bili ya maji,Confirm my water bill payment,swa,11:21:SL:BILL_TYPE,[IN:pay_bill [SL:BILL_TYPE water bill] ]
banking,spending_history, Onyesha historia ya matumizi ya akaunti yangu ya  M-pesa ya mwaka uliopita,Show the spending history of my M-pesa account for the last year,swa,"32:38:SL:PAYMENT_COMPANY,55:64:SL:DATE",[IN:spending_history [SL:PAYMENT_COMPANY M-pesa] [SL:DATE last year] ]
travel,travel_suggestion,Nitembelee kivutio gani cha utalii nchini Urusi?,What tourist attraction should I visit in Russia?,swa,42:48:SL:COUNTRY,[IN:travel_suggestion [SL:COUNTRY Russia] ]
travel,travel_notification,Mjulishe Juma kuwa Ninaelekea Zanzibar leo ,Inform Juma that I'm going to Zanzibar Today,swa,"7:11:SL:PERSONAL_NAME,30:38:SL:COUNTRY,39:44:SL:DATE",[IN:travel_notification [SL:PERSONAL_NAME Juma] [SL:COUNTRY Zanzibar] [SL:DATE Today] ]
kitchen_and_dining,food_last,"Je, Maharage yaliyopikwa yanaweza kudumu kwa siku tatu?",Can cooked beans last for three days?,swa,"4:16:SL:DISH_OR_FOOD,26:36:SL:DATE",[IN:food_last [SL:DISH_OR_FOOD cooked beans] [SL:DATE three days] ]
kitchen_and_dining,cook_time, Ni chakula gani naweza kupika kwa muda mfupi wakati wa asubuhi?,Which food can I cook for less time in the morning?,swa,43:50:SL:TIME,[IN:cook_time [SL:TIME morning] ]
utility,make_call,Mpigie simu john tuna kikao leo,Call john now we have a meetng today,swa,"5:9:SL:PERSONAL_NAME,10:13:SL:TIME,31:36:SL:DATE",[IN:make_call [SL:PERSONAL_NAME john] [SL:TIME now] [SL:DATE today] ]
utility,alarm,Tegesha kengele kwa ajilli ya tafrija ya leo jioni,Set the alarm for today's evening ceremony,swa,"18:25:SL:DATE,26:33:SL:TIME",[IN:alarm [SL:DATE today's] [SL:TIME evening] ]
kitchen_and_dining,restaurant_reviews,Onyesha orodha ya migahawa inayopendwa zaidi Tanga,Show me a list of the most preferred restaurants in Tanga,swa,52:57:SL:CITY_OR_PROVINCE,[IN:restaurant_reviews [SL:CITY_OR_PROVINCE Tanga] ]
travel,plug_type,Ni aina gani za plagi zinazotumiwa sana Tanzania?,Which plug types are commonly used in Tanzania?,swa,38:46:SL:COUNTRY,[IN:plug_type [SL:COUNTRY Tanzania] ]
travel,exchange_rate,Tazama kiwango cha kubadilisha fedha cha Pauni ya Uingereza dhidi ya Dola ya marekani,Check the current exchange rate of the British Pound against the US Dollar,swa,"39:52:SL:CURRENCY,65:74:SL:CURRENCY",[IN:exchange_rate [SL:CURRENCY British Pound] [SL:CURRENCY US Dollar] ]
banking,pin_change,Badilisha PIN ya akaunti yangu mpya ya benki ya NMB iwe 0000,Change my new NMB bank account pin to 0000,swa,"14:17:SL:BANK_NAME,38:42:SL:NUMBER",[IN:pin_change [SL:BANK_NAME NMB] [SL:NUMBER 0000] ]
kitchen_and_dining,ingredients_list,Ni viungo gani vinahitajika kutengeneza keki ya chokoleti?,What ingredients are needed to make the chocolate cake?,swa,40:54:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD chocolate cake] ]
travel,book_hotel,Weka chumba kwa ajili ya Nelson katika Hoteli ya Serena jijini Dar es salaam,Book a room for Nelson at Serena hotel in Dar es salaam,swa,"16:22:SL:PERSONAL_NAME,26:32:SL:HOTEL_NAME,42:55:SL:CITY_OR_PROVINCE",[IN:book_hotel [SL:PERSONAL_NAME Nelson] [SL:HOTEL_NAME Serena] [SL:CITY_OR_PROVINCE Dar es salaam] ]
utility,weather,Nionyeshe uwezekano wa kunyesha mvua leo Tanga,Show me the possibility of rain today in Tanga,swa,"32:37:SL:TIME,41:46:SL:CITY_OR_PROVINCE",[IN:weather [SL:TIME today] [SL:CITY_OR_PROVINCE Tanga] ]
banking,min_payment,Nionyeshe malipo yangu ya chini kabisa ya bili ya umeme mwaka huu,Show the minimum payment for my electricity bill this year,swa,"32:48:SL:BILL_TYPE,49:58:SL:DATE",[IN:min_payment [SL:BILL_TYPE electricity bill] [SL:DATE this year] ]
travel,international_visa,"Je, ninahitaji visa ili kutembelea Kenya?",Do I need visa for visiting Kenya?,swa,28:33:SL:COUNTRY,[IN:international_visa [SL:COUNTRY Kenya] ]
banking,interest_rate,Tafuta taarifa kuhusu kiwango cha riba katika mkataba wangu wa mkopo,Find information about the interest rate regarding my loan agreement,swa,,[IN:interest_rate ]
travel,book_flight,Kata tiketi ya ndege kutoka Mbeya hadi Dodoma siku ya jumatatu,Book a flight ticket from Mbeya to Dodoma for Monday,swa,"26:31:SL:CITY_OR_PROVINCE,35:41:SL:CITY_OR_PROVINCE,46:52:SL:DATE",[IN:book_flight [SL:CITY_OR_PROVINCE Mbeya] [SL:CITY_OR_PROVINCE Dodoma] [SL:DATE Monday] ]
utility,text,Tuma meseji kwa mama yangu kuwa nampenda,Send a text to my mother that i love her,swa,,[IN:text ]
banking,bill_balance,salio langu la bili ya umeme kwa mwezi huu ni kiasi gani?,how much is my electricity bill balance for this month?,swa,"15:31:SL:BILL_TYPE,44:54:SL:DATE",[IN:bill_balance [SL:BILL_TYPE electricity bill] [SL:DATE this month] ]
utility,share_location,Mtumie John mahali ilipo Hospitali ya Bombo Tanga,Share with john the Bombo Hospital location  ,swa,"11:15:SL:PERSONAL_NAME,20:25:SL:PLACE_NAME",[IN:share_location [SL:PERSONAL_NAME john] [SL:PLACE_NAME Bombo] ]
home,play_music,Cheza video mpya ya wimbo wa Ali Kiba,Play the new music video by Ali Kiba,swa,28:36:SL:ARTIST_NAME,[IN:play_music [SL:ARTIST_NAME Ali Kiba] ]
home,calendar_update,Weka mkutano wangu na John wa tarehe 9 januari kwenye calendar,Put my meeting with John on 9th of January on the calendar,swa,"20:24:SL:PERSONAL_NAME,28:42:SL:DATE",[IN:calendar_update [SL:PERSONAL_NAME John] [SL:DATE 9th of January] ]
home,update_playlist,Ongeza Enjoy ya Jux Ft Diamond kwenye orodha yangu ya nyimbo,Add Enjoy by Jux Ft Diamond to my music playlist,swa,"4:9:SL:SONG_NAME,13:16:SL:ARTIST_NAME,20:27:SL:ARTIST_NAME",[IN:update_playlist [SL:SONG_NAME Enjoy] [SL:ARTIST_NAME Jux] [SL:ARTIST_NAME Diamond] ]
kitchen_and_dining,cancel_reservation,"Je, unaweza kughairisha kuweka nafasi kwenye mgahawa wa Arbabu",Would you cancel a reservation for me at Arbabu restaurant,swa,41:47:SL:RESTAURANT_NAME,[IN:cancel_reservation [SL:RESTAURANT_NAME Arbabu] ]
travel,car_rental,Onyesha ni wapi Tabora United wanakodisha magari wanapokuwa Tanga,Show where in Tabora United rents cars when they are in Tanga,swa,"14:20:SL:CITY_OR_PROVINCE,56:61:SL:CITY_OR_PROVINCE",[IN:car_rental [SL:CITY_OR_PROVINCE Tabora] [SL:CITY_OR_PROVINCE Tanga] ]
kitchen_and_dining,meal_suggestion,"Je, ni chakula gani Madaktari wanashauri tule asubuhi?",which meal do doctors suggest to eat in the morning?,swa,44:51:SL:TIME,[IN:meal_suggestion [SL:TIME morning] ]
kitchen_and_dining,recipe,Ni mapishi yapi ya samaki ni maarufu zaidi Tanga?,What are the most popular fish recipe in Tanga?,swa,"26:30:SL:DISH_OR_FOOD,41:46:SL:CITY_OR_PROVINCE",[IN:recipe [SL:DISH_OR_FOOD fish] [SL:CITY_OR_PROVINCE Tanga] ]
travel,translate,"jinsi ya kusema ""karibu"" kwa lugha ya kijerumani",what is the correct way to say 'i am a visitor' in swahili,swa,51:58:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME swahili] ]
banking,transfer,tuma elfu 6000 kutoka kwenye akunti ya tigopesa kwenda  kwenye akaunti yangu ya sportpesa,Transfer 6000 thousand from  my Tigo pesa accoun to my sportpesa account,swa,"9:13:SL:MONEY,32:41:SL:PAYMENT_COMPANY,55:64:SL:PAYMENT_COMPANY",[IN:transfer [SL:MONEY 6000] [SL:PAYMENT_COMPANY Tigo pesa] [SL:PAYMENT_COMPANY sportpesa] ]
utility,time,ni muda gan mzuri ngombe wanapaswa kupewa chakula,what is the best time to feed cows?,swa,,[IN:time ]
kitchen_and_dining,restaurant_reservation,unaweza kuagiza waniwekee meza ya wawili kwenye hoteli ya Tanga Beach ijumaa usiku,can you  reserve table for two at Tanga Beach hotel for friday night,swa,"27:30:SL:NUMBER,34:45:SL:HOTEL_NAME,56:62:SL:DATE,63:68:SL:TIME",[IN:restaurant_reservation [SL:NUMBER two] [SL:HOTEL_NAME Tanga Beach] [SL:DATE friday] [SL:TIME night] ]
banking,balance,kuna kiasi cha fedha cha kutosha kwenye akaunti yangu ya tigo pesa kuweza kumkopesha bwana swahibu hela ya kitanzania 5000,is there enough balance in my tigo pesa account to lend mr swahibu 5000 tanzania shilings,swa,"30:39:SL:PAYMENT_COMPANY,59:66:SL:PERSONAL_NAME,67:89:SL:MONEY",[IN:balance [SL:PAYMENT_COMPANY tigo pesa] [SL:PERSONAL_NAME swahibu] [SL:MONEY 5000 tanzania shilings] ]
banking,freeze_account,funga akaunti yangu ya nmb kwa siku 3 nimekuta taarifa zisizoeleweka,lock my nmb account for 3 days  i have noticed unusual activity,swa,"8:11:SL:BANK_NAME,24:30:SL:DATE",[IN:freeze_account [SL:BANK_NAME nmb] [SL:DATE 3 days] ]
travel,timezone,ni muda gani sasa hivi  jamaica  ikiwa south Africa ni  saa kumi jioni,what time will it be in jamaica  if south Africa is 4pm now?,swa,"24:31:SL:COUNTRY,36:48:SL:COUNTRY,52:59:SL:TIME",[IN:timezone [SL:COUNTRY jamaica] [SL:COUNTRY south Africa] [SL:TIME 4pm now] ]
banking,transactions,orodhesha shughuli zote za kibenki zilizotoka kwenda kwenye kampuni ya Zebra,list all banking transaction that are made to the Zebra company,swa,,[IN:transactions ]
kitchen_and_dining,restaurant_suggestion,kuna mgahawa wa bei nafuu maeneo ya hapa Mkwakani?,is there any cheap restaurant around Mkwakani?,swa,37:45:SL:PLACE_NAME,[IN:restaurant_suggestion [SL:PLACE_NAME Mkwakani] ]
banking,pay_bill,tuma mia tano kwenda tanesco kwa ajili ya kulipia umeme,Transfer five hundred shillings to tanesco for electricity bill,swa,"9:31:SL:MONEY,47:63:SL:BILL_TYPE",[IN:pay_bill [SL:MONEY five hundred shillings] [SL:BILL_TYPE electricity bill] ]
